bgg_id,title,year_published,game_weight,avg_rating,min_players,max_players,num_owned,num_want,num_wish,mfg_playtime,com_min_playtime,com_max_playtime,mfg_age_rec,num_user_ratings
10283,Monkey Madness,2001,1,5.4,2,4,226,15,48,10,10,10,3,154
10291,Ready! Set! Spaghetti!,1989,1,5.5,2,4,239,1,16,10,10,10,6,117
10293,En Busca Del Imperio Cobra,1981,1,5.5,2,4,761,2,17,30,30,30,9,408
10300,Group of Soviet Forces Germany,2003,3,6.5,1,2,290,12,41,240,240,240,12,81
10301,"The Battle of Nations: The Encirclement at Leipzig, 16-19 October 1813",1975,2,6.4,2,2,213,7,18,180,180,180,12,86
10303,F*ck This!,2003,1,4.8,2,6,44,12,19,30,30,30,18,36
10304,Julius Caesar: Game of the Gallic Wars,1985,3,5.9,2,2,276,6,18,300,300,300,12,83
10306,King Kong,1976,1,5.3,2,4,104,6,9,20,20,20,8,40
10307,The Rules With No Name,0,2,7.5,2,99,60,6,19,30,30,30,10,34
10308,The Campaigns of Frederick the Great,1993,3,6.2,2,4,224,1,17,180,180,180,12,65
10310,Warfare in the Age of Reason,1998,3,7.6,2,7,133,1,9,180,180,180,12,48
10320,Lucky Ducks,1995,1,4.1,2,4,265,3,15,10,10,10,3,160
10323,Saga,2003,2,6.6,3,6,212,7,29,60,60,60,10,141
10325,"Marry, Date or Dump?",2003,1,4.3,2,8,126,0,1,30,30,30,16,59
10326,Woods & Water,1995,1,6.3,2,4,100,2,4,60,60,60,0,52
10341,Disney Charades Game,1999,1,5.6,4,99,245,0,3,45,45,45,5,59
10345,Safari Round Up,1973,1,5.2,2,4,87,3,8,10,10,10,8,43
10346,Inchon: MacArthur's Gambit,1991,3,6.8,2,2,387,2,14,120,120,120,12,85
10348,Second Front Now!,1997,3,6.4,1,2,278,4,8,240,240,240,12,37
10353,Playoff One-On-One Hockey Challenge,1995,3,5.9,2,2,78,5,5,45,45,45,0,35
10354,All-Pro Football,1967,2,5.8,2,2,80,5,7,60,60,60,0,37
10355,Fore: The Golf Game,1987,2,4.5,2,4,149,0,4,90,90,90,10,68
10361,Dead of Winter: The Battle of Stones River,1989,4,6.9,2,2,227,2,10,360,360,360,14,48
10368,Numbers Up,1975,2,5.2,1,4,125,2,9,10,10,10,7,34
10376,"Ring of Fire: The Fourth Battle for Kharkov, August 1943",1994,3,7.5,1,2,288,12,25,600,240,600,0,87
10383,Risk: Godstorm,2004,3,6.3,2,5,5165,37,244,120,120,120,10,2513
10386,SiegeStones,2004,2,5.8,2,4,201,4,28,20,20,20,7,92
10392,Campaigns of Napoleon,1980,4,5.7,1,4,148,2,3,360,360,360,0,35
10394,Avalanche: The Salerno Landings,1976,4,7.2,2,2,132,9,25,360,360,360,12,40
10400,Patience,1783,1,4.9,1,1,234,1,11,10,10,10,8,417
10414,Poppa's Pizza Topple,1999,1,4.8,2,4,93,1,5,10,10,10,3,51
10419,Adversity,2003,2,4.9,3,6,93,1,3,30,30,30,12,44
10424,Crazy Crocodiles,1988,1,4.7,2,4,65,2,3,20,20,20,4,40
10431,Epic Armageddon,2003,3,7.6,2,8,441,22,43,120,120,120,12,269
10432,Hercules: The Legendary Journeys,1998,2,4.9,2,4,111,4,13,180,180,180,8,32
10445,Duel Masters Trading Card Game,2004,2,6.3,2,4,323,3,14,30,30,30,10,229
10447,Ostatnia Wojna Cesarzy: Front Wschodni 1914,1997,4,7.6,1,3,56,5,8,180,180,180,12,31
10450,Clue Jr.: Case of The Missing Pet,1989,1,4.7,1,6,170,1,8,20,20,20,6,71
10453,Crocodile Dentist,1991,1,4.8,2,4,487,8,18,10,10,10,4,356
10459,Tilt'n Tumble,1997,1,5.6,2,2,94,1,5,10,10,10,6,36
10462,Battle of the Sexes,1986,1,3.6,4,16,87,0,1,60,60,60,16,37
10463,Quick Chess,1991,2,6.2,2,2,96,3,5,10,10,10,5,31
10467,Renegade Legion: Leviathan,1989,3,6.5,2,2,428,12,24,90,90,90,10,161
10470,March to Victory: West Front 1914-1916,1997,4,7.1,2,2,213,19,30,360,360,360,12,52
10471,"The Franco-Prussian War: August 1 to September 2, 1870",1972,2,5.9,2,2,229,12,11,360,360,360,12,66
10472,The East is Red: The Sino Soviet War,1974,3,5.8,2,2,517,4,21,360,360,360,12,120
10496,Camelot Legends,2004,2,6.1,2,4,2144,32,160,60,60,60,10,1200
10501,Canvas Eagles: War in the Skies 1914 - 1918,1999,2,7.7,2,20,268,13,118,45,45,45,12,189
10502,Poker Dice,0,1,5.1,2,12,1000,6,17,10,10,10,8,499
10506,Blue Marble,1982,1,4.5,2,4,119,1,3,90,90,90,8,98
10508,Leinen los!,1997,1,5.9,2,4,141,23,43,20,10,20,6,70
10511,Gute Freunde,1988,1,5,2,4,106,5,15,20,20,20,5,40
10518,I Spy Memory Game,1995,1,4.9,1,6,206,0,3,10,10,10,5,66
10520,Tyrus,2004,2,6,2,2,518,7,45,30,30,30,12,380
10523,Victory & Honor,2004,2,6.4,4,4,491,9,40,30,30,30,12,273
10525,Football Champions,2001,2,7,2,2,116,8,9,75,75,75,10,81
10527,Gyges,1985,2,6.6,2,2,424,39,164,15,15,15,8,387
10529,Crusoe's Planet,2001,3,7.7,3,8,86,18,57,180,180,180,12,31
10533,Central Command: Superpower Confrontation in the Straits of Hormuz,1984,3,6.1,2,2,358,2,11,240,240,240,12,55
10534,Napoleon's Art of War: Eylau & Dresden,1979,2,6.2,2,2,705,3,15,300,180,300,14,181
10537,Kit & Caboodle,1997,2,5.3,1,3,94,2,4,30,30,30,8,40
10543,The Drive on Metz,1980,3,6,2,2,92,2,4,60,60,60,10,39
10544,Master Quiz,0,2,5.3,2,6,74,0,2,90,90,90,0,50
10547,Betrayal at House on the Hill,2004,2,7.1,3,6,63970,511,6087,60,60,60,12,39320
10550,Big Boggle,1979,2,6.9,2,8,2586,19,94,10,10,10,8,1409
10551,Pyramidos,2003,1,6.5,2,4,100,19,49,10,10,10,6,80
10557,The Black Prince,1992,3,6.3,1,2,212,12,17,180,180,180,12,57
10559,Why Did the Chicken...?,2004,1,6.1,4,8,542,27,104,60,30,60,12,396
10561,Warsaw Pact,1976,3,7,2,2,182,15,33,180,180,180,12,48
10564,Mississippi Fortress,1990,3,6.7,2,2,401,13,38,180,180,180,0,77
10565,Fits,1999,1,5.5,2,4,180,3,13,15,15,15,8,111
10570,To the Far Shore,1994,3,5.3,2,2,193,5,8,240,240,240,12,38
10573,Poison Pot,2003,1,6.4,2,3,112,14,39,10,10,10,10,59
10574,Rock Jocks,1994,1,5.7,2,2,89,7,15,10,10,10,6,41
10575,Lightning Reaction,0,1,5.3,2,4,100,3,9,10,10,10,12,112
10578,Super 3,1978,1,5.3,2,2,192,1,6,20,20,20,7,69
10579,The War for the Union,1992,4,7.1,2,2,508,11,50,360,360,360,12,132
10581,Summer Storm: The Battle of Gettysburg,1998,4,7.3,2,2,388,26,70,480,480,480,12,82
10582,Who Wants to Be a Millionaire Junior,2000,1,4.8,2,5,108,1,1,45,45,45,8,36
10584,Texas Revolution,1981,3,6.8,2,2,127,2,8,90,90,90,0,38
10589,"Bittereinder: The Second Anglo-Boer War, 1899-1902",2000,3,6.2,2,2,394,6,35,480,480,480,12,69
10590,The Big One,1996,2,5.6,2,2,163,4,6,60,60,60,12,37
10593,Hepta,1974,2,5.4,1,2,119,7,17,20,20,20,0,47
10599,Tempest of the Gods,1995,3,4.8,2,4,89,0,5,60,60,60,10,32
10605,Stratego Tournament,2001,2,6.3,2,2,141,5,9,15,15,15,18,53
10611,The Battle for Jerusalem 1967,1977,2,6.9,1,2,98,6,18,180,180,180,12,34
10612,Schampus,1996,1,5.1,2,6,113,0,4,10,10,10,4,54
10613,Race to the Roof,1974,1,4.7,2,4,376,0,3,20,20,20,5,129
10623,Gringo!: The Mexican War 1846-48,2004,3,7.2,1,6,771,33,88,180,180,180,12,172
10625,HA¥tunaleken,1977,3,4.6,2,3,73,2,9,0,0,0,12,41
10626,Pacific War Classics Vol 1: Tarawa & Saipan,1992,3,4.6,2,2,132,0,3,180,180,180,12,36
10630,Memoir '44,2004,2,7.6,2,8,35637,985,5985,60,30,60,8,26711
10631,Age of Heroes,2003,2,5.8,2,6,60,1,24,45,45,45,6,35
10634,Napoleon and the Archduke Charles: The Battle of Abensberg,1987,3,6.1,2,2,479,2,9,360,90,360,12,88
10640,Doom: The Boardgame,2004,3,6.9,2,4,6876,175,799,180,180,180,12,5079
10641,"Barbarossa: Army Group South, 1941",1996,4,8,1,4,600,37,112,240,240,240,12,175
10642,"Barbarossa: Army Group North, 1941",2000,4,8,1,4,531,46,130,300,300,300,12,153
10651,Deflection,1981,1,5.8,2,2,103,2,7,20,20,20,7,35
10653,Pirates of the Spanish Main,2004,2,6.1,2,10,4807,74,165,30,30,30,10,2795
10659,Hex Hex,2003,1,5.8,3,6,1143,19,90,30,30,30,12,826
10660,Micropul,2004,2,6.8,1,2,1124,31,373,30,30,30,9,788
10662,Victoria Cross: The Battle of Rorke's Drift,2004,2,7,2,2,393,33,95,120,120,120,12,214
10668,Panzer Grenadier: Desert Rats,2004,3,7,2,2,494,15,21,150,30,150,12,137
10672,"Easy Come, Easy Go",2004,1,5.9,2,4,408,17,54,30,30,30,8,364
10673,Monopoly: America Special Edition,2002,2,5.2,2,6,234,1,8,120,120,120,8,72
10676,Star Frontiers: Knight Hawks,1983,3,6.4,2,2,345,5,26,60,60,60,12,150
10679,A Fearful Slaughter: The Battle of Shiloh,2004,4,7.7,1,2,537,12,51,300,300,300,12,111
10681,Apples to Apples Junior,2002,1,5.8,4,10,2624,2,38,30,30,30,9,1087
10682,Atlas & Zeus,2004,2,6.4,2,2,575,10,48,30,30,30,10,315
10683,SEEKRIEG 5,2004,4,8.4,2,10,104,12,45,120,120,120,12,58
10687,Tipsy Tower,1985,1,4.9,2,4,234,0,4,15,15,15,5,129
10688,Advanced Dungeons & Dragons Battlesystem Skirmishes,1991,3,5.3,2,8,135,4,11,120,120,120,12,55
10707,Hacker: Deluxe Edition,2001,3,6.3,2,6,780,15,67,60,60,60,10,319
10709,Tjuv och polis,1943,2,4.4,2,6,292,1,3,120,60,120,7,214
10712,Bondespelet,1953,2,4.4,2,6,433,0,11,90,90,90,7,308
10715,CSI: Crime Scene Investigation The Board Game,2004,2,3.9,2,4,1004,1,11,90,90,90,13,280
10716,Kemps,0,1,5.9,4,8,88,0,6,30,30,30,7,93
10718,The Garden Game,1980,2,5.9,2,4,144,4,18,0,0,0,12,57
10742,Foxy,1977,1,5.7,2,2,136,8,17,10,10,10,8,46
10744,Corx,1999,1,5.1,1,2,80,1,2,0,0,0,7,58
10753,AA§Aµes Exame,1988,2,6.4,3,7,46,0,0,90,90,90,12,30
10756,Dancing Dice,2004,1,5.7,2,6,615,3,30,30,30,30,8,525
10757,Marco Polo: Dragonda,1982,2,5.9,2,4,74,0,9,0,0,0,0,46
10765,Geist,2004,3,5.8,2,5,113,11,22,60,60,60,10,65
10769,Herzlos,2003,1,5.2,2,5,119,0,1,30,30,30,8,31
10776,Sword & Shield,1994,3,6.4,2,2,159,5,20,180,180,180,12,44
10780,The Powerpuff Girls: Mojo Jojo Attacks Townsville Game,2000,1,6.2,2,2,121,12,26,30,30,30,8,44
10783,The Official Dealer McDope Dealing Game,1971,2,7.2,2,5,111,18,39,90,90,90,0,43
10785,D-Day: The Great Crusade,2004,3,6.5,2,4,149,7,18,120,120,120,12,44
10788,Hellenes: Campaigns of the Peloponnesian War,2009,3,7.4,2,2,1296,64,260,240,240,240,12,503
10789,Pitch,1600,2,6.8,2,4,211,4,14,30,30,30,12,260
10793,"Civil War Classics, Volume 1: The Battles of Pea Ridge & Shiloh",1991,3,3.2,2,2,96,1,1,240,240,240,12,33
10797,Hoorah!,1996,3,6.2,2,2,297,2,7,180,180,180,12,30
10799,Old Maid,1874,1,3.6,2,6,2178,3,24,5,5,5,4,1482
10802,Somethin' Fishy,2004,1,5.7,3,6,373,4,18,15,15,15,6,208
10805,A Dark and Bloody Ground,2004,3,5.5,1,2,279,4,16,0,0,0,12,49
10807,Fishing for Terrorists,2004,1,4.9,2,6,162,0,6,45,45,45,14,88
10808,BSZZZZ!,2003,1,4.6,3,6,130,2,5,20,20,20,8,41
10809,Immer oben auf!,2004,1,6,3,5,44,3,6,20,20,20,5,31
10811,"Piraten, Planken & Peseten",2004,2,5.4,2,4,102,6,12,45,45,45,8,52
10813,Aya,1992,1,5.5,1,8,92,1,7,20,20,20,8,45
10814,Dawn Under,2004,2,6.4,2,6,1236,29,133,30,30,30,6,892
10815,Craps,1125,2,5,1,16,197,1,9,60,20,60,10,293
10816,Blackjack,1700,1,4.7,2,10,624,2,11,30,30,30,8,1639
10819,Navia Dratp,2004,3,7.2,2,2,1010,70,195,30,30,30,8,577
10820,Master,1982,2,5.9,2,8,75,0,2,60,60,60,14,48
10822,The Seven Years World War,2004,3,6.8,2,4,276,8,22,240,240,240,12,47
10829,Krieg! World War II in Europe,1996,3,6.5,2,3,323,1,9,1800,300,1800,12,116
10831,Vapor's Gambit,2004,2,4.8,2,6,317,1,7,20,20,20,6,103
10836,Moguli,2003,4,6.1,2,2,128,3,17,45,45,45,12,53
10842,Insel der Schmuggler,2004,1,5.9,2,4,74,15,27,15,15,15,6,39
10845,Napoleon,1975,2,6,2,2,113,1,8,30,30,30,12,32
10855,Le Paresseux,1990,1,6,3,6,68,12,16,45,45,45,7,48
10869,Heart of Africa,2004,3,5.5,2,5,935,10,35,60,60,60,10,364
10878,Visual Game,1991,1,6,4,6,254,0,1,1,1,1,0,119
10880,Calciomania,1985,1,6.6,2,2,93,1,5,0,0,0,8,55
10884,White Bear & Red Moon,1975,3,7.5,1,3,166,31,48,90,90,90,0,67
10885,Royalists & Roundheads II,1992,2,5.7,1,2,201,4,14,120,120,120,12,46
10889,Akron,2002,3,7.1,2,2,45,16,52,30,30,30,7,51
10890,Behind,2003,3,7,2,2,134,4,7,0,0,0,10,54
10893,Allegiance: War of Factions,2004,4,7,2,6,62,12,40,60,60,60,12,33
10898,Tricky Fingers,1982,1,6.1,2,2,150,5,11,15,15,15,3,54
10904,New Rules for Classic Games,1992,2,7.5,0,0,207,20,88,300,20,300,10,95
10906,Beggars and Thieves,1984,2,6.2,2,5,154,3,16,30,15,30,10,59
10908,Minotaur Lords,2004,2,6,2,2,1231,15,82,30,30,30,12,608
10912,Jumpin' Java,2003,1,4.8,2,2,144,3,13,10,10,10,8,82
10914,Hannibal: Rome and Carthage in The Second Punic War 219-202 B.C.,1983,3,6.8,2,2,103,7,17,0,0,0,12,33
10915,Simply Suspects,2003,1,5.5,2,6,364,4,31,15,15,15,8,145
10916,Spearhead,1995,3,6.7,2,6,175,2,11,120,120,120,12,80
10917,Don't  Quote Me,2003,1,5.5,2,5,110,1,4,60,60,60,14,34
10925,Tumbling Tower,1999,1,5.1,1,6,496,0,5,10,10,10,5,183
10934,The Game of Things,2002,1,6.1,4,15,4959,22,149,45,45,45,14,2138
10946,The American Civil War,1974,3,6,2,2,557,4,25,240,240,240,12,123
10947,Master Thieves,2004,2,6.5,2,8,800,140,375,60,60,60,10,743
10949,La MaldiciA³n del Templo Cristal,0,1,5.4,2,4,60,5,9,30,30,30,0,35
10960,SwArje,2004,2,5.5,4,6,107,2,9,90,90,90,13,92
10962,Smugglers of the Galaxy,2004,2,5.6,2,6,288,16,67,120,120,120,12,163
10964,"April's Harvest: The Battle of Shiloh, April 6 & 7, 1862",1995,3,7.1,2,2,732,12,33,240,240,240,12,153
10966,Battle Rider,1994,3,6,2,2,170,3,11,120,120,120,12,31
10968,Crash Canyon,1989,1,6.2,2,4,105,34,81,0,0,0,7,71
10971,Board and Table Games from Many Civilizations,1960,2,7.5,0,0,109,7,26,0,0,0,12,36
10973,Dice Games Properly Explained,1999,2,6.8,0,0,340,25,56,25,5,25,8,131
10986,"Borodino: Battle of the Moskova, 1812",2004,3,6.7,1,2,646,15,54,120,120,120,12,154
10989,ConHex,2002,3,6.8,2,2,207,28,102,30,30,30,10,324
10995,Reinforce the Right!,1996,3,6.7,1,2,289,5,17,180,180,180,12,63
10996,Zarcana,1996,3,6.9,2,4,68,3,28,45,45,45,12,44
10997,Boomtown,2004,2,6.5,3,5,3125,59,281,30,30,30,10,2609
10998,Word Jam,2004,1,5.8,5,12,360,5,17,20,20,20,10,142
10999,Abracadabra,2004,2,5.3,2,6,306,1,6,30,30,30,8,111
11001,Mister Bill,2004,1,5.2,3,8,251,1,5,20,20,20,7,87
11002,Farfalia,2004,2,6.1,2,5,415,5,22,35,35,35,8,180
11011,Ancient Conquest,1975,2,6.6,4,4,176,6,31,300,300,300,12,49
11017,Crazy Eights,0,1,4.4,2,5,993,2,7,20,20,20,4,985
11027,Reich: The Iron Dream of German Unification,1979,3,6.3,1,4,116,4,12,180,120,180,12,33
11028,Lotto,1530,1,3.7,2,48,443,2,10,30,30,30,3,271
11030,Sherco's Grand Slam Baseball Game,1968,2,7.4,1,2,129,3,9,60,60,60,8,59
11037,El CapitA¡n Alatriste,2002,2,5.1,2,6,204,2,9,90,90,90,0,125
11038,Fiasco,2003,1,7,2,6,524,14,123,15,15,15,12,156
11047,Barbarossa: Game of the Russo-German War 1941-45,1986,4,5.4,2,2,285,3,16,1200,150,1200,12,78
11050,Bastogne or Bust (Second Edition),1995,3,7.4,2,2,147,2,6,600,600,600,16,30
11052,BRIDG-IT,1960,2,5.2,2,2,76,6,9,15,15,15,7,44
11054,Four Battles in North Africa,1976,3,6.6,2,2,296,13,27,120,120,120,12,79
11056,Fantasy Rules! Fast Play Rules for Miniature Wargames in the Worlds of Fantasy,1996,3,6.9,2,12,66,3,8,60,60,60,12,33
11057,The Great Battles of Alexander: Deluxe Edition,1995,4,7.7,1,4,1859,58,269,240,240,240,12,688
11060,Normandy: The Invasion of Europe 1944,1971,2,6,2,2,350,5,11,150,150,150,12,105
11071,Austin Poker,2004,3,5.7,3,6,76,1,4,0,0,0,12,34
11081,Familienbande,2004,2,6.3,2,4,619,114,297,20,20,20,8,603
11083,Moby Pick,2004,1,5.5,3,8,214,0,7,15,15,15,7,66
11084,Jumbo & Co,2004,1,5.9,3,6,294,8,15,15,15,15,8,176
11085,Packen Wir's!,1992,2,6.1,2,5,110,31,48,45,45,45,8,49
11091,Leuthen: Frederick's Greatest Victory,1997,4,8,1,2,469,19,57,360,360,360,16,89
11093,Zorndorf,1996,4,7.5,1,2,455,22,36,360,360,360,12,105
11096,Tahuantinsuyu,2004,3,7.2,3,4,527,64,153,180,180,180,12,399
11104,Who's the Ass?,2004,1,6.1,3,12,951,12,35,30,30,30,8,663
11106,"Warhammer 40,000: Rogue Trader",1987,4,6.8,2,2,1049,24,46,120,60,120,16,551
11110,A Famous Victory,1994,4,6.5,1,4,308,4,14,0,0,0,12,79
11111,"Red Star/White Eagle: The Russo-Polish War, 1920",1979,3,7.6,2,2,221,24,37,480,180,480,12,73
11112,Rommel at Gazala,1995,2,5.8,2,2,268,3,4,0,0,0,12,42
11113,Rommel in North Africa: The War in the Desert 1941-42,1986,3,6.8,2,2,304,11,17,0,0,0,12,57
11115,Saipan,1993,3,5.3,1,1,281,5,12,0,0,0,0,44
11116,Yarmuk,1997,3,6.1,2,2,251,1,6,0,0,0,12,41
11121,"Operation Shock Troop: The Israeli Counterstroke Against Syria, 1973",1994,3,5.7,2,2,244,0,11,0,0,0,12,40
11122,Proud Monster: The Barbarossa Campaign,1994,3,7.2,2,2,549,14,41,660,660,660,12,161
11124,Operation Sea Lion,1997,3,6.3,2,2,330,6,22,240,240,240,12,44
11125,The Marne: Home Before the Leaves Fall,1972,2,6.3,2,2,165,3,16,4,4,4,12,43
11126,Moscow 1941: The Enemy at the Gates,1987,3,6,2,4,271,3,11,360,240,360,12,55
11127,"Kursk: Operation Zitadelle, 4 July 1943",1971,2,6.1,2,2,224,9,15,210,180,210,12,66
11129,"Krim: von Manstein's Battles for Sevastopol, 1941-1942",1990,2,6.4,2,2,370,4,12,0,0,0,12,62
11131,Hell Before Night: The Battle of Shiloh,1997,3,6.3,2,2,357,4,15,0,0,0,12,48
11132,Hitler's Last Gamble,1989,4,6.7,2,2,238,8,12,0,0,0,12,67
11135,Balkans 1941,1996,3,6.6,2,2,270,14,34,4,4,4,12,57
11136,End of Empire: The French and Indian War and the American Revolution,1997,4,6,2,2,344,10,25,0,0,0,12,50
11138,Tank Command,1975,1,5.1,2,2,64,2,10,20,20,20,8,30
11139,"Bloody April: The Battle of Shiloh, 1862",1979,4,6.9,2,6,378,22,37,1200,1200,1200,12,96
11147,Ea$y Money,1988,1,5.1,2,4,423,3,11,40,40,40,9,161
11149,It from the Pit,1992,1,6.1,2,4,119,26,69,0,0,0,8,59
11159,Dungeoneer: Haunted Woods of Malthorin,2004,2,6.3,2,2,1369,44,93,45,45,45,13,544
11160,Think: Memo Crime,1997,2,6.1,2,6,277,0,3,90,30,90,16,102
11161,Dungeoneer: Den of the Wererats,2004,2,6.3,2,2,1293,46,99,30,30,30,12,484
11166,Brandywine & Germantown,2000,4,7.7,2,4,333,33,74,360,360,360,12,76
11167,Brain Quest,1993,1,4.5,2,4,201,0,4,60,30,60,6,44
11168,Flames of War: The World War II Miniatures Game,2002,3,7.1,2,2,1547,27,135,120,120,120,14,858
11170,Heroscape Master Set: Rise of the Valkyrie,2004,2,7.4,2,4,12507,210,950,90,90,90,8,7906
11177,Cardmaster: Adventure Design Deck,1993,1,6,1,4,140,9,25,60,60,60,8,46
11179,Semper Victor,2004,3,7.6,2,2,247,5,12,1200,1200,1200,12,40
11182,Super Scrabble,2004,2,6.4,2,4,1353,8,34,60,60,60,8,581
11187,Advanced Dungeons & Dragons Battlesystem,1985,3,5.6,2,2,588,3,19,120,120,120,10,240
11188,Superstar Pro Wrestling Game,1984,2,7.4,1,4,74,9,16,60,60,60,10,58
11195,Karottenklau,2004,1,5.7,1,6,219,5,14,5,5,5,4,123
11200,Cashflow for Kids,1999,2,4.7,2,6,195,3,15,60,60,60,6,55
11202,The First World War,2004,2,6.1,2,4,968,27,96,90,90,90,12,463
11208,Hopple-Popple,1995,1,5.5,2,4,62,1,5,15,15,15,3,33
11215,Numeri,1973,2,5.6,2,4,80,1,4,30,30,30,7,41
11229,Star Wars Miniatures,2004,2,6.9,2,2,2719,60,100,60,60,60,12,1585
11231,Snorta!,2004,1,6.1,3,8,2684,19,117,20,20,20,8,1478
11235,Golf the Perfect Game,1995,1,5.8,2,6,103,3,3,45,45,45,10,49
11241,"The Cossacks Are Coming!: The Tannenberg Campaign, 1914",1982,4,7,2,2,185,1,7,360,360,360,12,46
11248,The Vampire Game,1986,1,4.3,2,4,141,1,15,0,0,0,7,61
11253,Okinawa: The Bloodiest Battle In The Pacific,1986,3,5.9,2,2,319,2,15,180,180,180,12,44
11258,Abagio,2004,1,5.5,2,2,139,0,7,38,38,38,10,49
11262,Monopoly: NFL Official,1998,2,5.2,2,8,172,2,7,60,60,60,8,72
11265,Wellington: The Peninsular War 1812-1814,2005,3,6.9,2,4,1323,46,119,180,180,180,12,644
11269,Roads to Leningrad,2004,3,7.5,2,2,872,37,111,180,180,180,12,263
11274,Devil's Horsemen,2004,3,7.4,2,2,1151,45,106,240,240,240,12,229
11278,Trajan: Ancient Wars Series,2004,4,7.7,1,2,151,28,56,240,240,240,12,44
11283,1895 Namibia,2004,3,6.8,3,3,139,27,37,180,180,180,12,67
11284,1862,2000,4,7.3,4,7,75,27,43,360,360,360,12,46
11287,Quantum,1984,3,7.6,2,4,55,17,56,20,20,20,8,31
11289,Operation Whirlwind: Budapest November 1956,2002,3,6.5,2,2,157,8,26,0,0,0,12,30
11292,Blood & Steel,1999,2,5.8,2,2,230,5,13,150,120,150,12,61
11293,Algeria: The War of Independence 1954-1962,2006,3,6.9,2,2,267,22,59,150,150,150,12,56
11320,Samurai,1975,3,6.1,2,2,148,4,14,30,30,30,10,46
11330,Jass,1796,3,7,3,4,208,3,16,45,45,45,8,140
11339,Korea '95,1993,3,6.5,2,2,173,2,11,0,0,0,12,31
11347,Seega,0,2,5.7,2,2,124,4,12,20,20,20,8,45
11351,Demyansk Pocket,1991,2,6,2,2,72,5,5,0,0,0,12,30
11357,Brewhouse Bash,1998,2,6.2,2,10,154,3,27,0,0,0,10,59
11370,The Civil War,1991,4,2.9,2,4,139,1,4,1200,1200,1200,12,52
11373,Autumn of Glory,1995,3,6.7,2,2,325,10,25,0,0,0,12,53
11385,Stratego: Lord of the Rings Trilogy Edition,2004,2,6.2,2,2,1129,9,41,45,45,45,8,425
11388,Armati 2nd Edition: Rules and Lists for Ancient and Medieval Wargaming,2004,3,7.9,2,2,62,3,8,0,0,0,12,32
11393,Tummy Ache,1973,1,5.1,2,4,82,0,5,15,15,15,3,49
11394,Shopping List,1995,1,5.6,2,4,264,1,11,15,15,15,3,119
11396,Dragon Master,2004,1,6.4,2,2,546,21,80,20,5,20,8,227
11399,Black Gold (Texas Tea),1990,2,6.5,2,2,217,4,14,180,180,180,12,48
11402,Antietam Campaign,1995,3,5.8,2,2,126,5,6,0,0,0,12,31
11404,LetterFlip,2004,1,5.8,2,2,154,2,7,20,20,20,10,81
11407,Matching Madness,1985,1,5.9,2,6,141,1,4,15,15,15,5,58
11408,Monopoly: United States Navy,1998,2,5.2,2,8,37,4,5,180,180,180,8,30
11412,Wallamoppi,2005,1,5.9,2,2,309,10,48,15,15,15,7,226
11413,Squint Junior,2004,1,5.9,3,8,92,3,7,20,20,20,8,50
11414,Politics as Usual,2005,2,5.7,2,6,140,9,13,60,60,60,12,68
11415,Warriors,2004,1,5,2,4,1546,4,32,30,30,30,8,614
11416,Burn in Hell,2004,2,4.5,2,5,847,7,35,90,90,90,12,393
11421,Uisge,1983,2,6.2,2,2,133,6,20,30,30,30,10,43
11428,Supermarina I: Command at Sea Volume II,1996,4,7.6,2,12,275,5,21,150,150,150,12,58
11429,The Rising Sun: Command at Sea Volume I,1994,4,7.3,2,12,352,8,29,150,150,150,12,87
11432,Harpoon 4: Modern Tactical Naval Warfare,1997,4,7.4,2,8,465,20,94,150,150,150,12,149
11433,Operation Spark: the Relief of Leningrad 1943,1997,4,6.8,2,2,219,5,15,180,180,180,0,38
11435,Lee Takes Command,1993,3,6.6,2,2,292,8,29,300,300,300,12,60
11436,La Bataille d'Orthez,2000,4,7.7,1,2,466,20,41,180,180,180,12,112
11437,La Bataille de LAtzen,1999,4,7.8,1,3,543,14,40,240,240,240,12,143
11438,La Bataille de Corunna-Espagnol,1995,4,7.4,2,3,422,15,28,180,180,180,12,111
11441,The Last Panzer Victory: The Battle of Debrecen,1983,3,5.9,1,2,132,2,5,360,120,360,12,36
11446,La Ruta del Tesoro,1980,1,5.8,2,6,208,1,5,180,90,180,8,133
11452,Suez '73,1981,3,6.9,2,2,272,9,19,480,480,480,0,51
11456,Zilch,1972,1,5.8,2,12,71,0,3,30,30,30,8,84
11464,Alquerque,1000,2,5.7,2,2,190,2,28,20,10,20,8,99
11465,48th Panzerkorps,1991,3,6.9,2,2,304,7,20,240,240,240,12,76
11466,Peppino the Clown,1999,1,6.6,2,4,56,7,10,15,15,15,5,33
11469,Phalanx: Tactical Warfare 500-100 BC,1971,2,6.4,2,2,166,10,20,120,120,120,12,46
11473,Twilight's Last Gleaming,1997,2,5.8,2,2,206,3,5,120,60,120,0,35
11476,The Atlanta Campaign: Bald Hill and Ezra Church,1993,2,5.9,2,2,347,3,11,300,120,300,12,53
11477,The First Arab-Israeli War,1997,3,6.7,2,2,265,6,25,0,0,0,12,57
11482,Case Green,1992,2,6,2,2,397,5,13,480,120,480,0,86
11483,Vittoria,1992,3,5.5,2,2,287,0,6,0,0,0,12,43
11484,Dindons & Dragons,2003,2,4.1,3,6,100,1,0,30,30,30,10,35
